,Description,Source,Rent
430,ZEL ZELLE FROM LI PING,real,0
431,ZEL ZELLE TO BLAYLOCK BARBARA,real,0
432,ZEL ZELLE FROM WILL CHRISTOPHER,real,0
433,DIR FANNIE MAE 9111111101  BR DIRECT DEP,real,0
434,ECK VENMO 3264681992  BR PAYMENT,real,0
435,ECK VENMO 3264681992  BR PAYMENT,real,0
436,ZEL ZELLE TO LIU BAOZHU,real,1
437,INT INTEREST CREDIT,real,0
438,ECK VENMO 3264681992  BR PAYMENT,real,0
439,ECK VENMO 3264681992  BR PAYMENT,real,0
440,ECK VENMO 3264681992  BR PAYMENT,real,0
441,ZEL ZELLE TO GEORGE,real,0
442,DIR FANNIE MAE 9111111101  BR DIRECT DEP,real,0
443,ZEL ZELLE FROM WANG JOYCE,real,0
444,ECK AMEX EPAYMENT 0005000008  BR ACH PMT,real,0
445,ECK CITI AUTOPAY CITICARDAP  BR PAYMENT,real,0
446,DIR FANNIE MAE 9111111101  BR DIRECT DEP,real,0
447,DIR PTC EZ PASS AUTO 0383913206  BR PAYMENT,real,0
448,POS MC USPS CHANGE OF A  BR 800 2383150 TN,real,0
449,ZEL ZELLE TO LIU BAOZHU,real,1
450,INT INTEREST CREDIT,real,0
451,DIR PTC EZ PASS AUTO 0383913206  BR PAYMENT,real,0
452,DEP CHECK   NORTH HILLS OFFICE,real,0
453,DEP CASH   NORTH HILLS OFFICE,real,0
454,DIR BENEFIT PAYMENT N943351864  BR EDI PYMNTS,real,0
455,DIR FANNIE MAE 9111111101  BR DIRECT DEP,real,0
456,ECK AMEX EPAYMENT 0005000008  BR ACH PMT,real,0
457,ECK CITI AUTOPAY CITICARDAP  BR PAYMENT,real,0
458,DIR FANNIE MAE 9111111101  BR DIRECT DEP,real,0
459,ZEL ZELLE TO LIU BAOZHU,real,1
460,INT INTEREST CREDIT,real,0
461,DIR FANNIE MAE 9111111101  BR DIRECT DEP,real,0
462,ECK AMEX EPAYMENT 0005000008  BR ACH PMT,real,0
463,ECK CITI AUTOPAY CITICARDAP  BR PAYMENT,real,0
464,DIR FANNIE MAE 9111111101  BR DIRECT DEP,real,0
465,ZEL ZELLE TO LIU BAOZHU,real,1
466,DIR OTAKORP INC 2251800552  BR Gofer Reim,real,0
467,INT INTEREST CREDIT,real,0
468,DIR FANNIE MAE 9111111101  BR DIRECT DEP,real,0
469,ZEL ZELLE TO BOYACK LINDA,real,0
470,DIR FANNIE MAE 9111111101  BR DIRECT DEP,real,0
471,ECK PAYPAL PAYPALSI77  BR INST XFER,real,0
472,ECK CITI AUTOPAY CITICARDAP  BR PAYMENT,real,0
473,DEP CITIZE SV WEBXFR 1770527921  BR P2P ZUOYANG LI,real,0
474,ECK PAYPAL PAYPALSI77  BR INST XFER,real,0
475,ECK DISCOVER 3510020270  BR E PAYMENT,real,0
476,ECK AMEX EPAYMENT 0005000008  BR ACH PMT,real,0
477,ZEL ZELLE TO LIU BAOZHU,real,1
478,ZEL ZELLE FROM LI PING,real,0
479,DIR FANNIE MAE 9111111101  BR DIRECT DEP,real,0
480,INT INTEREST CREDIT,real,0
481,ECK Subscription 9000142694  BR Acorns,real,0
482,DIR FANNIE MAE 9111111101  BR DIRECT DEP,real,0
483,ECK CITI AUTOPAY CITICARDAP  BR PAYMENT,real,0
484,DEP CITIZE CK WEBXFR 1770527921  BR P2P ZUOYANG LI,real,0
485,DEP CITIZE SV WEBXFR 1770527921  BR P2P ZUOYANG LI,real,0
486,ECK DISCOVER 3510020270  BR E PAYMENT,real,0
487,DIR FANNIE MAE 9111111101  BR DIRECT DEP,real,0
488,ECK CITIZE CK WEBXFR 3770527921  BR ETRANSFER,real,0
489,ZEL ZELLE TO LIU BAOZHU,real,1
490,INT INTEREST CREDIT,real,0
491,DIR FANNIE MAE 9111111101  BR DIRECT DEP,real,0
492,ECK Subscription 9000142694  BR Acorns,real,0
493,ECK CITI AUTOPAY CITICARDAP  BR PAYMENT,real,0
494,DIR FANNIE MAE 9111111101  BR DIRECT DEP,real,0
495,ECK PAYPAL PAYPALSI77  BR INST XFER,real,0
496,ZEL ZELLE TO LIU BAOZHU,real,1
497,INT INTEREST CREDIT,real,0
498,ECK CITIZE CK WEBXFR 3770527921  BR ETRANSFER,real,0
499,DIR FANNIE MAE 9111111101  BR DIRECT DEP,real,0
500,ECK Subscription 9000142694  BR Acorns,real,0
501,ECK CITI AUTOPAY CITICARDAP  BR PAYMENT,real,0
502,Rant remittance,synthetic,1
503,Rent payment ,synthetic,1
504,Payment on 1st of month,synthetic,1
505,Habitation remittance with utilities,synthetic,1
506,Property payment for residential unit,synthetic,1
507,Quarterly dwelling,synthetic,0
508,ACH to Johnson LLC,synthetic,0
509,Lease payment for residential unit,synthetic,1
510,Service Quarterly,synthetic,0
511,Complex charge for residential unit,synthetic,1
512,Zelle to Davis,synthetic,0
513,CHARGE - MONTHLY,synthetic,0
514,Complex charge,synthetic,0
515,Unit payment including maintenance,synthetic,1
516,UTILITY - AUTO,synthetic,0
517,Wire to Thompson,synthetic,0
518,Payment on 1st of month,synthetic,1
519,Unit payment for residential unit,synthetic,1
520,Premises Services,synthetic,1
521,Abode payment plus insurance,synthetic,1
522,Membership Monthly anniversary,synthetic,0
523,CHARGE - MONTHLY,synthetic,0
524,ACH to Johnson LLC,synthetic,1
525,Rental payment,synthetic,0
526,Subscripton payment,synthetic,0
527,Utility fee + tax,synthetic,0
528,Building Management (Unit 12B),synthetic,1
529,Payment on 1st of month,synthetic,0
530,Rent payment ,synthetic,1
531,Subscription Monthly anniversary,synthetic,0
532,Zelle to Davis,synthetic,0
533,Strata payment,synthetic,1
534,Habitation remittance,synthetic,1
535,Pad payment,synthetic,1
536,Recurring 1st week,synthetic,0
537,Unit charge,synthetic,0
538,Payment to Wilson (Unit 23A),synthetic,1
539,Membership Monthly anniversary,synthetic,0
540,Semi-monthly residence (Unit 36A),synthetic,1
541,Maintenance fee incl. services,synthetic,0
542,Rent payment (primary residence),synthetic,1
543,Subscripton payment,synthetic,0
544,Landlord services payment,synthetic,1
545,Unit fee for residential unit,synthetic,1
546,R3nt fee,synthetic,1
547,Quarterly dwelling,synthetic,0
548,Recurring 1st week (Unit 3B),synthetic,1
549,SERVICE - MONTHLY,synthetic,0
550,Lease charge for residential unit,synthetic,1
551,Payment to Wilson (Unit 39B),synthetic,1
552,RENT - DO NOT DELETE,synthetic,1
553,Rent payment (apartment),synthetic,1
554,Property remittance,synthetic,0
555,Unit payment including maintenance,synthetic,1
556,Residential Services,synthetic,1
557,Rent payment (apartment),synthetic,1
558,SERVICE - AUTO,synthetic,0
559,Residential payment Semi-monthly,synthetic,1
560,Property fee for residential unit,synthetic,1
561,End of month remittance,synthetic,1
562,Payment ref: HOUSING-,synthetic,1
563,Excluding rent - HOA,synthetic,0
564,Besides rent - insurance,synthetic,0
565,Unit charge,synthetic,0
566,Rent payment (primary residence),synthetic,1
567,Membership Semi-monthly,synthetic,0
568,Subscription 20th periodic,synthetic,0
569,Residential Services,synthetic,1
570,Residential payment Semi-monthly,synthetic,1
571,Apartment payment + parking,synthetic,1
572,Additional to rent - fee,synthetic,0
573,Distinct from rent - service,synthetic,0
574,Tenancy remittance,synthetic,1
575,Dwelling remittance,synthetic,1
576,Utility fee + tax,synthetic,0
577,Service 15th auto,synthetic,0
578,Utility fee incl. services,synthetic,0
579,Monthly housing and utilities bundle,synthetic,1
580,Wire to Thompson,synthetic,0
581,Apart from rent - maintenance,synthetic,0
582,Building Management,synthetic,0
583,Zelle to Davis,synthetic,0
584,Zelle to Davis,synthetic,0
585,Rent payment (apartment),synthetic,1
586,Besides rent - insurance,synthetic,0
587,Subscription Bi-weekly,synthetic,0
588,Ren tpayment,synthetic,1
589,Facility Solutions (Unit 38C),synthetic,1
590,Monthly payment to John,synthetic,1
591,Subscription Quarterly,synthetic,0
592,Unit fee,synthetic,0
593,Payment on 1st of month,synthetic,0
594,Unit letting,synthetic,1
595,Membership 20th periodic,synthetic,0
596,Apartment payment + parking,synthetic,1
597,Rent payment (apartment),synthetic,1
598,UTILITY - AUTO,synthetic,0
599,Accommodation disbursement,synthetic,1
600,Rent(payment),synthetic,1
601,Other than rent - tax,synthetic,0
602,Rent(payment),synthetic,1
603,RENT>>PAYMENT,synthetic,1
604,Premises Services,synthetic,0
605,Additional to rent - fee,synthetic,0
606,HOA fee incl. services,synthetic,0
607,RENT - APT 5B,synthetic,1
608,Subscripton payment,synthetic,0
609,NOT rent - utilities,synthetic,0
610,Residential Services,synthetic,0
611,Service fee + insurance,synthetic,0
612,Excluding rent - HOA,synthetic,0
613,R3nt fee,synthetic,1
614,CHARGE - MONTHLY,synthetic,0
615,Service Calendar month,synthetic,0
616,Rent ;payment,synthetic,1
617,Residential payment 10th recurring,synthetic,1
618,Condo fee,synthetic,0
619,Rent payment (primary residence),synthetic,1
620,RENT|AUTO,synthetic,1
621,My apartment payment,synthetic,1
622,Remittance to Moore,synthetic,1
623,Besides rent - insurance,synthetic,0
624,Building administration fee,synthetic,1
625,Premises fee with service charge,synthetic,1
626,Tenancy payment,synthetic,0
627,Bi-weekly housing,synthetic,0
628,Pad payment,synthetic,1
629,Bi-weekly housing,synthetic,0
630,RENT - DO NOT DELETE,synthetic,1
631,Residential occupancy fee,synthetic,1
632,Residential payment 25th standing,synthetic,1
633,Rental payment,synthetic,0
634,CHARGE - MONTHLY,synthetic,0
635,Property fee,synthetic,0
636,Property payment,synthetic,0
637,ACH to Johnson LLC,synthetic,0
638,Recurring transfer to Smith,synthetic,0
639,Rent payment (apartment),synthetic,1
640,Premises fee with service charge,synthetic,1
641,Rent payment ,synthetic,1
642,Complex payment,synthetic,0
643,Monthly housing and utilities bundle,synthetic,1
644,RENT|AUTO,synthetic,1
645,Utilitie payment,synthetic,0
646,Bi-weekly housing,synthetic,0
647,Recurring transfer to Smith,synthetic,0
648,Rent payment (primary residence),synthetic,1
649,500 Oak Ave payment,synthetic,1
650,RENT-RECURRING,synthetic,1
651,Unit remittance for residential unit,synthetic,1
652,Subscription Bi-weekly,synthetic,0
653,Abode payment plus insurance,synthetic,1
654,CHARGE - RECURRING,synthetic,0
655,HOA fee + tax,synthetic,0
656,Pad payment,synthetic,0
657,Membership Last day,synthetic,0
658,Lodgings remittance,synthetic,1
659,Servise payment,synthetic,0
660,Residential payment Calendar month,synthetic,1
661,Complex fee,synthetic,0
662,Rant remittance,synthetic,1
663,Utilitie payment,synthetic,0
664,Apart from rent - maintenance,synthetic,0
665,Rent payment (primary residence),synthetic,1
666,Unit fee for residential unit,synthetic,1
667,Check #1234 for monthly (Unit 48B),synthetic,1
668,Crib fee,synthetic,1
669,Habitation remittance,synthetic,1
670,Monthly payment to John,synthetic,0
671,RENT - DO NOT DELETE,synthetic,1
672,Servise payment,synthetic,0
673,Place remittance,synthetic,1
674,Where I live payment,synthetic,1
675,Residential payment Quarterly,synthetic,1
676,Membership Semi-monthly,synthetic,0
677,Independent of rent - repair,synthetic,0
678,Rental payment,synthetic,1
679,Utility fee incl. services,synthetic,0
680,Residential payment Semi-monthly,synthetic,1
681,Rent payment (primary residence),synthetic,1
682,Rent payment (primary residence),synthetic,1
683,Building disbursement,synthetic,0
684,Bi-weekly housing,synthetic,0
685,Property fee for residential unit,synthetic,1
686,Building disbursement,synthetic,0
687,Abode payment plus insurance,synthetic,1
688,Residential payment First Monday,synthetic,1
689,RENT: UNIT 304,synthetic,1
690,Unit remittance for residential unit,synthetic,1
691,Landlord services payment,synthetic,1
692,End of month remittance,synthetic,1
693,Subscripton payment,synthetic,0
694,Invoice: RESIDENCE,synthetic,1
695,Periodic domicile remittance,synthetic,1
696,Subscription 15th auto,synthetic,0
697,Unit charge,synthetic,0
698,Remittance to Moore,synthetic,0
699,Utility fee + tax,synthetic,0
700,Servise payment,synthetic,0
701,Semi-monthly residence,synthetic,0
702,Monthly payment to John,synthetic,1
703,Residential payment 5th monthly,synthetic,1
704,RENT - APT 5B,synthetic,1
705,Unit disbursement,synthetic,0
706,Complex fee,synthetic,0
707,Rent-paymnt,synthetic,1
708,Residential payment Bi-weekly,synthetic,1
709,Unit fee for residential unit,synthetic,1
710,Subscripton payment,synthetic,0
711,ACH to Johnson LLC,synthetic,0
712,Building fee for residential unit,synthetic,1
713,Rent payment (primary residence),synthetic,1
714,Service 1st of month,synthetic,0
715,Ref: RES-UNIT-5B,synthetic,1
716,Unit fee,synthetic,0
717,Strata payment,synthetic,0
718,Rent-paymnt,synthetic,1
719,Servise payment,synthetic,0
720,Habitation remittance,synthetic,1
721,Residential payment 25th standing,synthetic,1
722,Servise payment,synthetic,0
723,Rnet payment,synthetic,1
724,RENT: UNIT 304,synthetic,1
725,Separate from rent - deposit,synthetic,0
726,Lodgings remittance,synthetic,0
727,Service 1st of month,synthetic,0
728,Residential payment Bi-weekly,synthetic,1
729,Utility fee incl. services,synthetic,0
730,Bi-weekly housing,synthetic,0
731,HOA fee incl. services,synthetic,0
732,Rent payment (primary residence),synthetic,1
733,Domicile Solutions,synthetic,0
734,Real Estate Solutions,synthetic,0
735,Rent payment ,synthetic,1
736,Subscription 10th recurring,synthetic,0
737,Other than rent - tax,synthetic,0
738,Unit fee for residential unit,synthetic,1
739,Tenancy payment,synthetic,0
740,Apart from rent - maintenance,synthetic,0
741,Domicile Solutions,synthetic,0
742,Complex Services,synthetic,0
743,Lodgings remittance,synthetic,0
744,Building fee,synthetic,0
745,Condo fee,synthetic,0
746,HOA fee + insurance,synthetic,0
747,Lodgings remittance,synthetic,1
748,Premises Services,synthetic,1
749,Besides rent - insurance,synthetic,0
750,Residential facility fee,synthetic,1
751,Membership First Monday,synthetic,0
752,Besides rent - insurance,synthetic,0
753,Recurring 1st week,synthetic,0
754,Monthly on 15th,synthetic,0
755,Premises maintenance remittance,synthetic,1
756,Unit Management,synthetic,0
757,Rant remittance,synthetic,1
758,Check #1234 for monthly,synthetic,1
759,Residential payment 10th recurring,synthetic,1
760,Recurring transfer to Smith,synthetic,0
761,Rent payment ,synthetic,1
762,Premises Services,synthetic,0
763,CHARGE - RECURRING,synthetic,0
764,Wire to Thompson,synthetic,0
765,Unit payment including maintenance,synthetic,1
766,Residential payment First Monday,synthetic,1
767,Ren tpayment,synthetic,1
768,Complex charge,synthetic,0
769,Spot payment,synthetic,0
770,Debit to Anderson,synthetic,0
771,SERVICE - MONTHLY,synthetic,0
772,Service 5th monthly,synthetic,0
773,Lease charge for residential unit,synthetic,1
774,CHARGE - MONTHLY,synthetic,0
775,UTILITY - RECURRING,synthetic,0
776,Rent payment (apartment),synthetic,1
777,Wire to Thompson,synthetic,0
778,Subscription Last day,synthetic,0
779,RENT: UNIT 304,synthetic,1
780,Rent (missed auto),synthetic,1
781,Rent payment ,synthetic,1
782,RENT-RECURRING,synthetic,1
783,Spot payment,synthetic,1
784,Place remittance,synthetic,0
785,Crib fee,synthetic,0
786,Unit fee for residential unit,synthetic,1
787,Additional to rent - fee,synthetic,0
788,Housing Associates,synthetic,0
789,Building Management,synthetic,0
790,Zelle to Davis,synthetic,1
791,Monthly on 15th,synthetic,1
792,Quarterly dwelling,synthetic,1
793,Residential payment Every 30 days,synthetic,1
794,Property payment,synthetic,0
795,CHARGE - RECURRING,synthetic,0
796,Unit 7B monthly,synthetic,1
797,Property fee for residential unit,synthetic,1
798,Subscripton payment,synthetic,0
799,Unit Management,synthetic,0
800,Residential payment Quarterly,synthetic,1
801,Rnet payment,synthetic,1
802,NOT rent - utilities,synthetic,0
803,Membership 1st of month,synthetic,0
804,Housing allocation payment,synthetic,1
805,Property fee,synthetic,0
806,UTILITY - AUTO,synthetic,0
807,NOT rent - utilities,synthetic,0
808,Residential payment 15th auto,synthetic,1
809,Residential payment Bi-weekly,synthetic,1
810,Place remittance,synthetic,1
811,RENT-RECURRING,synthetic,1
812,Rent-pay ment,synthetic,1
813,Accommodation remittance including tax,synthetic,1
814,Unit Management,synthetic,0
815,Maintenence payment,synthetic,0
816,Servise payment,synthetic,0
817,Building payment,synthetic,0
818,Real Estate Solutions,synthetic,0
819,Unit charge,synthetic,0
820,Unit remittance for residential unit,synthetic,1
821,Rent payment (primary residence),synthetic,1
822,Subscripton payment,synthetic,0
823,Membership 25th standing,synthetic,0
824,Subscription 10th recurring,synthetic,0
825,Subscription 25th standing,synthetic,0
826,End of month remittance,synthetic,0
827,Rnet payment,synthetic,1
828,Apartment payment + parking,synthetic,1
829,Domicile Solutions,synthetic,0
830,Real Estate Solutions,synthetic,0
831,Apartment payment + parking,synthetic,1
832,Service Last day,synthetic,0
833,Lease payment for residential unit,synthetic,1
834,Quarterly dwelling,synthetic,0
835,Flat fee,synthetic,0
836,Property management remittance,synthetic,1
837,Wire to Thompson,synthetic,1
838,Unit payment including maintenance,synthetic,1
839,NOT rent - utilities,synthetic,0
840,Property Services LLC (Unit 8B),synthetic,1
841,Unit disbursement,synthetic,0
842,Crib fee,synthetic,0
843,Abode payment plus insurance,synthetic,1
844,Payment on 1st of month,synthetic,0
845,Wire to Thompson,synthetic,1
846,Building administration fee,synthetic,1
847,Subscripton payment,synthetic,0
848,Unit Management,synthetic,0
849,For 303 Parkview,synthetic,1
850,Residential Services,synthetic,0
851,Additional to rent - fee,synthetic,0
852,Accommodation remittance including tax,synthetic,1
853,Strata payment,synthetic,1
854,Strata payment,synthetic,0
855,RENT - DO NOT DELETE,synthetic,1
856,Payment on 1st of month,synthetic,0
857,Rental payment,synthetic,1
858,Rent-paymnt,synthetic,1
859,RENT~MONTHLY,synthetic,1
860,RENT_INVOICE_001,synthetic,1
861,Residential payment 10th recurring,synthetic,1
862,Residential payment Quarterly,synthetic,1
863,Unit charge for residential unit,synthetic,1
864,Subscripton payment,synthetic,0
865,Strata payment,synthetic,1
866,Premises fee with service charge,synthetic,1
867,Building fee for residential unit,synthetic,1
868,Letting fee,synthetic,1
869,Premises fee with service charge,synthetic,1
870,Ren tpayment,synthetic,1
871,Unit Management,synthetic,0
872,RENT - DO NOT DELETE,synthetic,1
873,Semi-monthly residence,synthetic,0
874,RENT - APT 5B,synthetic,1
875,Lodgings remittance,synthetic,0
876,Recurring transfer to Smith,synthetic,1
877,Utilitie payment,synthetic,0
878,Residential facility fee,synthetic,1
879,Rent with included services,synthetic,1
880,Monthly housing and utilities bundle,synthetic,1
881,Remittance: DWELLING,synthetic,1
882,Building payment,synthetic,0
883,Recurring 1st week,synthetic,0
884,Apart from rent - maintenance,synthetic,0
885,Rnet payment,synthetic,1
886,Service 10th recurring,synthetic,0
887,Property remittance,synthetic,0
888,Monthly housing and utilities bundle,synthetic,1
889,FEE - RECURRING,synthetic,0
890,Servise payment,synthetic,0
891,Facility management disbursement,synthetic,1
892,Building administration fee,synthetic,1
893,Membership 10th recurring,synthetic,0
894,CHARGE - AUTO,synthetic,0
895,Letting fee,synthetic,0
896,Membership Last day,synthetic,0
897,Rent(payment),synthetic,1
898,Distinct from rent - service,synthetic,0
899,UTILITY - MONTHLY,synthetic,0
900,Lodging remittance,synthetic,1
901,SERVICE - MONTHLY,synthetic,0
902,Rent payment ,synthetic,1
903,RENT_INVOICE_001,synthetic,1
904,Payment on 1st of month,synthetic,1
905,Residential payment 1st of month,synthetic,1
906,Monthly on 15th,synthetic,0
907,UTILITY - AUTO,synthetic,0
908,Non-rent housing expense,synthetic,0
909,Residential payment Bi-weekly,synthetic,1
910,Maintenence payment,synthetic,0
911,Letting fee,synthetic,1
912,Service 10th recurring,synthetic,0
913,Place remittance,synthetic,1
914,Place remittance,synthetic,1
915,Pad payment,synthetic,0
916,Non-rent housing expense,synthetic,0
917,Complex payment,synthetic,0
918,Recurring habitation expenditure,synthetic,1
919,Membership Last day,synthetic,0
920,Subscription Quarterly,synthetic,0
921,Service fee + insurance,synthetic,0
922,Residential payment Last day,synthetic,1
923,Condo fee,synthetic,1
924,Semi-monthly residence,synthetic,0
925,Zelle to Davis,synthetic,0
926,Property remittance for residential unit,synthetic,1
927,Lease fee,synthetic,0
928,Utilitie payment,synthetic,0
929,SERVICE - AUTO,synthetic,0
930,Membership First Monday,synthetic,0
931,Property Services LLC,synthetic,0
932,Transfer to Miller,synthetic,0
933,Property remittance for residential unit,synthetic,1
934,Zelle to Davis,synthetic,0
935,Rent-paymnt,synthetic,1
936,Property fee,synthetic,0
937,UTILITY - MONTHLY,synthetic,0
938,Building administration fee,synthetic,1
939,CHARGE - RECURRING,synthetic,0
940,Residential payment First Monday,synthetic,1
941,Rent payment (apartment),synthetic,1
942,Quarterly dwelling,synthetic,1
943,Letting fee,synthetic,0
944,Premises Services,synthetic,0
945,RENT_INVOICE_001,synthetic,1
946,Housing Associates,synthetic,0
947,RENT_INVOICE_001,synthetic,1
948,Building fee,synthetic,0
949,Ref: RES-UNIT-5B,synthetic,1
950,Rent payment (primary residence),synthetic,1
951,Lease charge for residential unit,synthetic,1
952,Periodic 30th payment (Unit 4A),synthetic,1
953,Lease payment for residential unit,synthetic,1
954,Lease payment for residential unit,synthetic,1
955,FEE - AUTO,synthetic,0
956,Rent with included services,synthetic,1
957,Residential payment Quarterly,synthetic,1
958,FEE - AUTO,synthetic,0
959,Remittance to Moore,synthetic,0
960,Residential payment Calendar month,synthetic,1
961,HOA fee + tax,synthetic,0
962,Maintenence payment,synthetic,0
963,Unit remittance,synthetic,0
964,Unit fee,synthetic,0
965,Unit Management,synthetic,0
966,Complex fee,synthetic,0
967,Servise payment,synthetic,0
968,Maintenence payment,synthetic,0
969,UTILITY - RECURRING,synthetic,0
970,Bi-weekly housing,synthetic,0
971,Complex fee,synthetic,0
972,Building Management,synthetic,0
973,Rent/payment,synthetic,1
974,Independent of rent - repair,synthetic,0
975,Rent-pay ment,synthetic,1
976,Habitation remittance with utilities,synthetic,1
977,Recurring transfer to Smith,synthetic,0
978,SERVICE - RECURRING,synthetic,0
979,Debit to Anderson (Unit 2C),synthetic,1
980,RENT #2024-001,synthetic,1
981,RENT - APT 5B,synthetic,1
982,Servise payment,synthetic,0
983,Service fee + insurance,synthetic,0
984,Rent payment (apartment),synthetic,1
985,Excluding rent - HOA,synthetic,0
986,Monthly payment to John,synthetic,0
987,Membership Monthly anniversary,synthetic,0
988,Residential payment 20th periodic,synthetic,1
989,Building disbursement for residential unit,synthetic,1
990,Apartment payment + parking,synthetic,1
991,Building disbursement,synthetic,0
992,CHARGE - AUTO,synthetic,0
993,Residential payment First Monday,synthetic,1
994,Monthly on 15th,synthetic,0
995,Payment on 1st of month,synthetic,0
996,RENT|AUTO,synthetic,1
997,Property fee for residential unit,synthetic,1
998,Apartment payment + parking,synthetic,1
999,Building disbursement for residential unit,synthetic,1
1000,UTILITY - RECURRING,synthetic,0
1001,Facility Solutions,synthetic,0
1002,Rent(payment),synthetic,1
1003,Unit fee,synthetic,0
1004,Lease payment,synthetic,0
1005,Spot payment,synthetic,0
1006,Zelle to Davis,synthetic,0
1007,Utilitie payment,synthetic,0
1008,Strata payment,synthetic,0
1009,Residential payment Calendar month,synthetic,1
1010,My unit disbursement,synthetic,1
1011,Building disbursement for residential unit,synthetic,1
1012,Maintenence payment,synthetic,0
1013,Recurring 1st week (Unit 23C),synthetic,1
1014,Real Estate Solutions,synthetic,0
1015,Maintenence payment,synthetic,0
1016,Recurring transfer to Smith,synthetic,0
1017,FEE - MONTHLY,synthetic,0
1018,Digs payment,synthetic,1
1019,Additional to rent - fee,synthetic,0
1020,Rent..payment,synthetic,1
1021,Wire to Thompson,synthetic,1
1022,Place I stay remittance,synthetic,1
1023,Unit remittance,synthetic,0
1024,Maintenence payment,synthetic,0
1025,123 Main St monthly,synthetic,1
1026,Zelle to Davis,synthetic,1
1027,UTILITY - MONTHLY,synthetic,0
1028,Habitation remittance with utilities,synthetic,1
1029,Subscription Calendar month,synthetic,0
1030,Complex Services,synthetic,0
1031,Residential facility fee,synthetic,1
1032,UTILITY - AUTO,synthetic,0
1033,Rent-pay ment,synthetic,1
1034,Separate from rent - deposit,synthetic,0
1035,Rant fee,synthetic,1
1036,End of month remittance,synthetic,0
1037,UTILITY - RECURRING,synthetic,0
1038,Monthly on 15th,synthetic,0
1039,Apartment 12C fee,synthetic,1
1040,Maintenence payment,synthetic,0
1041,Domicile Solutions,synthetic,1
1042,Rent payment (apartment),synthetic,1
